Año,Local_ID,Local,Resultado_L,Resultado_V,Visitante_ID,Visitante,Fecha/Grupo,Evento
1949,75,River Plate,1,0,17,Boca Juniors,Fecha 13,Campeonato 1949 
1948,75,River Plate,1,1,17,Boca Juniors,Fecha 29,Campeonato 1948 
1948,17,Boca Juniors,1,2,75,River Plate,Fecha 14,Campeonato 1948 
1947,75,River Plate,2,1,17,Boca Juniors,Fecha 18,Campeonato 1947 
1947,17,Boca Juniors,2,0,75,River Plate, Fecha 3,Campeonato 1947
1946,17,Boca Juniors,2,0,75,River Plate,Fecha 25,Campeonato 1946 
1946,75,River Plate,2,0,17,Boca Juniors,Fecha 10,Campeonato 1946 
1945,17,Boca Juniors,4,1,75,River Plate,Fecha 28,Campeonato 1945 
1945,75,River Plate,1,0,17,Boca Juniors,Fecha 13,Campeonato 1945 
1944,75,River Plate,0,1,17,Boca Juniors,Fecha 20,Campeonato 1944 
1944,17,Boca Juniors,1,1,75,River Plate, Fecha 5,Campeonato 1944
1943,17,Boca Juniors,2,1,75,River Plate,Fecha 20,Campeonato 1943 
1943,75,River Plate,3,1,17,Boca Juniors, Fecha 5,Campeonato 1943
1942,17,Boca Juniors,2,2,75,River Plate,Fecha 28,Campeonato 1942 
1942,75,River Plate,4,0,17,Boca Juniors,Fecha 13,Campeonato 1942 
1941,75,River Plate,5,1,17,Boca Juniors,Fecha 29,Campeonato 1941 
1941,17,Boca Juniors,2,1,75,River Plate,Fecha 14,Campeonato 1941 
1940,75,River Plate,1,1,17,Boca Juniors,Fecha 29,Campeonato 1940 
1940,17,Boca Juniors,3,1,75,River Plate,Fecha 12,Campeonato 1940 
1939,17,Boca Juniors,1,2,75,River Plate,Fecha 30,Campeonato 1939 
1939,75,River Plate,0,2,17,Boca Juniors,Fecha 13,Campeonato 1939 
1938,75,River Plate,2,2,17,Boca Juniors,Fecha 19,Campeonato 1938 
1938,17,Boca Juniors,1,2,75,River Plate, Fecha 2,Campeonato 1938
1937,75,River Plate,3,2,17,Boca Juniors,Fecha 34,Campeonato 1937 
1937,75,River Plate,5,3,17,Boca Juniors,Fecha 18,Campeonato 1937 
1937,17,Boca Juniors,2,1,75,River Plate,Fecha 16,Campeonato 1937 
1936,75,River Plate,2,1,17,Boca Juniors, Fecha 3,Campeonato 1936
1936,17,Boca Juniors,2,3,75,River Plate, Fecha 3,Copa de Honor 1936
1935,75,River Plate,1,1,17,Boca Juniors,Fecha 22,Campeonato 1935 
1935,17,Boca Juniors,1,0,75,River Plate, Fecha 5,Campeonato 1935
1934,17,Boca Juniors,2,0,75,River Plate,Fecha 32,Campeonato 1934 
1934,75,River Plate,0,1,17,Boca Juniors,Fecha 25,Campeonato 1934 
1934,17,Boca Juniors,4,1,75,River Plate,Fecha 12,Campeonato 1934 
1933,75,River Plate,3,1,17,Boca Juniors,Fecha 34,Campeonato 1933 
1933,17,Boca Juniors,1,1,75,River Plate,Fecha 17,Campeonato 1933 
1932,17,Boca Juniors,2,1,75,River Plate,Fecha 32,Campeonato 1932 
1932,75,River Plate,1,1,17,Boca Juniors,Fecha 15,Campeonato 1932 
1931,75,River Plate,0,3,17,Boca Juniors,Fecha 34,Campeonato 1931 
1931,17,Boca Juniors,1,1,75,River Plate,Fecha 17,Campeonato 1931 
2019,76,Rosario Central,1,0,17,Boca Juniors,Fecha 16,Superliga 2019/20 
2018,17,Boca Juniors,0,0,76,Rosario Central, Fecha 9,Superliga 2018/19
2017,76,Rosario Central,1,0,17,Boca Juniors,Fecha 10,Superliga 2017/18 
2016,17,Boca Juniors,1,1,76,Rosario Central,Fecha 10,Campeonato 2016/17 
2015,76,Rosario Central,3,1,17,Boca Juniors,Fecha 30,Campeonato 2015 
2014,17,Boca Juniors,2,1,76,Rosario Central,Fecha 11,Torneo de Transicion 2014 
2014,76,Rosario Central,2,1,17,Boca Juniors,Fecha 11,Torneo Final 2014 
2013,17,Boca Juniors,1,1,76,Rosario Central,Fecha 11,Torneo Inicial 2013 
2010,17,Boca Juniors,1,2,76,Rosario Central,Fecha 12,Torneo Clausura 2010 
2009,76,Rosario Central,2,1,17,Boca Juniors,Fecha 12,Torneo Apertura 2009 
2009,76,Rosario Central,2,0,17,Boca Juniors,Fecha 11,Torneo Clausura 2009 
2008,17,Boca Juniors,2,1,76,Rosario Central,Fecha 11,Torneo Apertura 2008 
2008,76,Rosario Central,1,1,17,Boca Juniors, Fecha 1,Torneo Clausura 2008
2007,17,Boca Juniors,0,0,76,Rosario Central, Fecha 1,Torneo Apertura 2007
2007,17,Boca Juniors,1,1,76,Rosario Central, Fecha 2,Torneo Clausura 2007
2006,76,Rosario Central,1,2,17,Boca Juniors, Fecha 2,Torneo Apertura 2006
2006,76,Rosario Central,1,2,17,Boca Juniors, Fecha 2,Torneo Clausura 2006
2005,17,Boca Juniors,2,2,76,Rosario Central, Fecha 2,Torneo Apertura 2005
2005,17,Boca Juniors,4,1,76,Rosario Central, Fecha 8,Torneo Clausura 2005
2004,76,Rosario Central,1,0,17,Boca Juniors, Fecha 8,Torneo Apertura 2004
2004,76,Rosario Central,1,2,17,Boca Juniors, Fecha 2,Torneo Clausura 2004
2003,17,Boca Juniors,4,0,76,Rosario Central, Fecha 2,Torneo Apertura 2003
2003,76,Rosario Central,7,2,17,Boca Juniors,Fecha 19,Torneo Clausura 2003 
2002,17,Boca Juniors,3,1,76,Rosario Central,Fecha 19,Torneo Apertura 2002 
2002,76,Rosario Central,1,3,17,Boca Juniors, Fecha 9,Torneo Clausura 2002
2001,17,Boca Juniors,3,1,76,Rosario Central, Fecha 9,Torneo Apertura 2001
2001,76,Rosario Central,1,2,17,Boca Juniors,Fecha 13,Torneo Clausura 2001 
2000,17,Boca Juniors,3,3,76,Rosario Central,Fecha 13,Torneo Apertura 2000 
2000,17,Boca Juniors,2,0,76,Rosario Central,Fecha 12,Torneo Clausura 2000 
1999,76,Rosario Central,1,3,17,Boca Juniors,Fecha 12,Torneo Apertura 1999 
1999,17,Boca Juniors,1,0,76,Rosario Central,Fecha 16,Torneo Clausura 1999 
1998,76,Rosario Central,2,3,17,Boca Juniors,Fecha 16,Torneo Apertura 1998 
1998,17,Boca Juniors,1,1,76,Rosario Central,Fecha 12,Torneo Clausura 1998 
1997,76,Rosario Central,0,3,17,Boca Juniors,Fecha 12,Torneo Apertura 1997 
1997,17,Boca Juniors,4,3,76,Rosario Central,Fecha 18,Torneo Clausura 1997 
1996,76,Rosario Central,4,2,17,Boca Juniors,Fecha 18,Torneo Apertura 1996 
1996,76,Rosario Central,0,1,17,Boca Juniors,Fecha 15,Torneo Clausura 1996 
1995,17,Boca Juniors,0,0,76,Rosario Central,Fecha 15,Torneo Apertura 1995 
1995,17,Boca Juniors,2,2,76,Rosario Central,Fecha 11,Torneo Clausura 1995 
1994,76,Rosario Central,2,1,17,Boca Juniors,Fecha 11,Torneo Apertura 1994 
1994,17,Boca Juniors,2,2,76,Rosario Central,Fecha 11,Torneo Clausura 1994 
1993,76,Rosario Central,1,1,17,Boca Juniors,Fecha 11,Torneo Apertura 1993 
1993,76,Rosario Central,2,1,17,Boca Juniors,Fecha 11,Torneo Clausura 1993 
1992,17,Boca Juniors,3,0,76,Rosario Central,Fecha 11,Torneo Apertura 1992 
1992,76,Rosario Central,3,0,17,Boca Juniors,Fecha 12,Torneo Clausura 1992 
1991,17,Boca Juniors,1,1,76,Rosario Central,Fecha 12,Torneo Apertura 1991 
1991,76,Rosario Central,1,1,17,Boca Juniors, Fecha 7,Torneo Clausura 1991
1990,17,Boca Juniors,1,2,76,Rosario Central, Fecha 7,Campeonato 1990/91
1989,17,Boca Juniors,2,0,76,Rosario Central,Fecha 20,Campeonato 1989/90 
1989,76,Rosario Central,0,0,17,Boca Juniors, Fecha 1,Campeonato 1989/90
1988,17,Boca Juniors,2,1,76,Rosario Central,Fecha 27,Campeonato 1988/89 
1988,76,Rosario Central,1,3,17,Boca Juniors, Fecha 8,Campeonato 1988/89
1987,17,Boca Juniors,2,0,76,Rosario Central,Fecha 38,Campeonato 1987/88 
1987,76,Rosario Central,2,0,17,Boca Juniors,Fecha 19,Campeonato 1987/88 
1986,17,Boca Juniors,4,1,76,Rosario Central,Fecha 29,Campeonato 1986/87  
1986,76,Rosario Central,2,1,17,Boca Juniors,Fecha 10,Campeonato 1986/87  
1984,17,Boca Juniors,2,0,76,Rosario Central,Fecha 37,Metropolitano 1984 
1984,76,Rosario Central,1,1,17,Boca Juniors,Fecha 18,Metropolitano 1984 
1983,17,Boca Juniors,3,0,76,Rosario Central,Fecha 32,Metropolitano 1983 
1983,76,Rosario Central,4,2,17,Boca Juniors,Fecha 13,Metropolitano 1983 
1982,17,Boca Juniors,0,1,76,Rosario Central,Fecha 20,Metropolitano 1982 
1982,76,Rosario Central,1,1,17,Boca Juniors, Fecha 1,Metropolitano 1982
1982,76,Rosario Central,0,0,17,Boca Juniors,Nacional,Torneo Nacional 1982 - Torne
1982,17,Boca Juniors,1,1,76,Rosario Central,Nacional,Torneo Nacional 1982 - Torne
1981,76,Rosario Central,1,0,17,Boca Juniors,Fecha 33,Metropolitano 1981 
1981,17,Boca Juniors,3,2,76,Rosario Central,Fecha 16,Metropolitano 1981 
1980,76,Rosario Central,2,2,17,Boca Juniors,Fecha 31,Metropolitano 1980 
1980,17,Boca Juniors,0,4,76,Rosario Central,Fecha 12,Metropolitano 1980 
1979,76,Rosario Central,1,1,17,Boca Juniors, Grupo B,Metropolitano 1979
1979,17,Boca Juniors,1,1,76,Rosario Central, Grupo B,Metropolitano 1979
1979,17,Boca Juniors,1,1,76,Rosario Central, Grupo D,Nacional 1979
1979,76,Rosario Central,0,1,17,Boca Juniors, Grupo D,Nacional 1979
1978,76,Rosario Central,0,1,17,Boca Juniors,Fecha 32,Metropolitano 1978 
1978,17,Boca Juniors,2,1,76,Rosario Central,Fecha 11,Metropolitano 1978 
1977,17,Boca Juniors,0,2,76,Rosario Central,Fecha 30,Metropolitano 1977 
1977,76,Rosario Central,1,0,17,Boca Juniors, Fecha 7,Metropolitano 1977
1977,76,Rosario Central,1,0,17,Boca Juniors, Grupo B,Nacional 1977
1977,17,Boca Juniors,1,0,76,Rosario Central, Grupo B,Nacional 1977
1976,76,Rosario Central,1,2,17,Boca Juniors,da Final,Metropolitano 1976 - R
1976,76,Rosario Central,5,1,17,Boca Juniors, Grupo A,Metropolitano 1976
1976,17,Boca Juniors,1,0,76,Rosario Central, Grupo A,Metropolitano 1976
1975,17,Boca Juniors,3,0,76,Rosario Central,Fecha 33,Metropolitano 1975 
1975,76,Rosario Central,1,0,17,Boca Juniors,Fecha 14,Metropolitano 1975 
1974,76,Rosario Central,3,1,17,Boca Juniors,da Final,Metropolitano 1974 - R
1974,76,Rosario Central,4,3,17,Boca Juniors,da Final,Nacional 1974 - R
1974,76,Rosario Central,2,0,17,Boca Juniors, Grupo A,Nacional 1974
1974,17,Boca Juniors,2,1,76,Rosario Central, Grupo A,Nacional 1974
1973,17,Boca Juniors,2,0,76,Rosario Central,Fecha 21,Metropolitano 1973 
1973,76,Rosario Central,0,1,17,Boca Juniors, Fecha 3,Metropolitano 1973
1973,76,Rosario Central,3,1,17,Boca Juniors, Grupo B,Nacional 1973
1972,76,Rosario Central,1,0,17,Boca Juniors,Fecha 27,Metropolitano 1972 
1972,17,Boca Juniors,1,1,76,Rosario Central,Fecha 10,Metropolitano 1972 
1971,17,Boca Juniors,2,1,76,Rosario Central,Fecha 28,Metropolitano 1971 
1971,76,Rosario Central,3,0,17,Boca Juniors, Fecha 9,Metropolitano 1971
1971,76,Rosario Central,6,2,17,Boca Juniors, Grupo B,Nacional 1971
1970,76,Rosario Central,3,0,17,Boca Juniors, Fecha 6,Metropolitano 1970
1970,17,Boca Juniors,2,1,76,Rosario Central, - Final,Nacional 19
1970,76,Rosario Central,3,1,17,Boca Juniors, Grupo B,Nacional 1970
1970,17,Boca Juniors,3,2,76,Rosario Central, Grupo B,Nacional 1970
1969,76,Rosario Central,0,0,17,Boca Juniors, Grupo A,Metropolitano 1969
1969,17,Boca Juniors,2,0,76,Rosario Central, Grupo A,Metropolitano 1969
1968,76,Rosario Central,0,0,17,Boca Juniors, Fecha 9,Nacional 1968
1967,76,Rosario Central,2,0,17,Boca Juniors,Fecha 15,Nacional 1967 
1966,17,Boca Juniors,2,0,76,Rosario Central,Fecha 29,Campeonato 1966 
1966,76,Rosario Central,0,0,17,Boca Juniors,Fecha 10,Campeonato 1966 
1965,76,Rosario Central,2,2,17,Boca Juniors,Fecha 20,Campeonato 1965 
1965,17,Boca Juniors,2,1,76,Rosario Central, Fecha 3,Campeonato 1965
1964,17,Boca Juniors,1,0,76,Rosario Central,Fecha 19,Campeonato 1964 
1964,76,Rosario Central,2,2,17,Boca Juniors, Fecha 4,Campeonato 1964
1963,17,Boca Juniors,1,0,76,Rosario Central,Fecha 20,Campeonato 1963 
1963,76,Rosario Central,3,0,17,Boca Juniors, Fecha 7,Campeonato 1963
1962,17,Boca Juniors,0,2,76,Rosario Central,Fecha 21,Campeonato 1962 
1962,76,Rosario Central,0,0,17,Boca Juniors, Fecha 6,Campeonato 1962
1961,17,Boca Juniors,5,1,76,Rosario Central,Fecha 18,Campeonato 1961 
1961,76,Rosario Central,0,0,17,Boca Juniors, Fecha 1,Campeonato 1961
1960,17,Boca Juniors,3,0,76,Rosario Central,Fecha 27,Campeonato 1960 
1960,76,Rosario Central,3,1,17,Boca Juniors,Fecha 12,Campeonato 1960 
1959,76,Rosario Central,2,1,17,Boca Juniors,Fecha 24,Campeonato 1959 
1959,17,Boca Juniors,2,0,76,Rosario Central, Fecha 9,Campeonato 1959
1958,76,Rosario Central,2,1,17,Boca Juniors,Fecha 18,Campeonato 1958 
1958,17,Boca Juniors,3,2,76,Rosario Central, Fecha 3,Campeonato 1958
1957,76,Rosario Central,1,3,17,Boca Juniors,Fecha 23,Campeonato 1957 
1957,17,Boca Juniors,0,0,76,Rosario Central, Fecha 8,Campeonato 1957
1956,76,Rosario Central,1,1,17,Boca Juniors,Fecha 26,Campeonato 1956 
1956,17,Boca Juniors,0,2,76,Rosario Central,Fecha 11,Campeonato 1956 
1955,76,Rosario Central,2,1,17,Boca Juniors,Fecha 23,Campeonato 1955 
1955,17,Boca Juniors,3,2,76,Rosario Central, Fecha 8,Campeonato 1955
1954,17,Boca Juniors,4,0,76,Rosario Central,Fecha 23,Campeonato 1954 
1954,76,Rosario Central,0,1,17,Boca Juniors, Fecha 8,Campeonato 1954
1953,17,Boca Juniors,6,1,76,Rosario Central,Fecha 16,Campeonato 1953 
1953,76,Rosario Central,0,0,17,Boca Juniors, Fecha 1,Campeonato 1953
1952,76,Rosario Central,0,4,17,Boca Juniors,Fecha 16,Campeonato 1952 
1952,17,Boca Juniors,2,1,76,Rosario Central, Fecha 1,Campeonato 1952
1950,76,Rosario Central,1,2,17,Boca Juniors,Fecha 19,Campeonato 1950 
1950,17,Boca Juniors,5,1,76,Rosario Central, Fecha 2,Campeonato 1950
1949,76,Rosario Central,2,0,17,Boca Juniors,Fecha 23,Campeonato 1949 
1949,17,Boca Juniors,2,0,76,Rosario Central, Fecha 6,Campeonato 1949
1948,76,Rosario Central,0,0,17,Boca Juniors,Fecha 20,Campeonato 1948 
1948,17,Boca Juniors,1,2,76,Rosario Central, Fecha 5,Campeonato 1948
1947,17,Boca Juniors,2,0,76,Rosario Central,Fecha 23,Campeonato 1947 
1947,76,Rosario Central,2,3,17,Boca Juniors, Fecha 8,Campeonato 1947
1946,17,Boca Juniors,2,0,76,Rosario Central,Fecha 23,Campeonato 1946 
1946,76,Rosario Central,3,0,17,Boca Juniors, Fecha 8,Campeonato 1946
1945,76,Rosario Central,2,0,17,Boca Juniors,Fecha 29,Campeonato 1945 
1945,17,Boca Juniors,3,1,76,Rosario Central,Fecha 14,Campeonato 1945 
1944,76,Rosario Central,2,2,17,Boca Juniors,Fecha 29,Campeonato 1944 
1944,17,Boca Juniors,3,2,76,Rosario Central,Fecha 14,Campeonato 1944 
1943,76,Rosario Central,2,2,17,Boca Juniors,Fecha 17,Campeonato 1943 
1943,17,Boca Juniors,4,1,76,Rosario Central, Fecha 2,Campeonato 1943
1941,76,Rosario Central,2,0,17,Boca Juniors,Fecha 25,Campeonato 1941 
1941,17,Boca Juniors,1,2,76,Rosario Central,Fecha 10,Campeonato 1941 
1940,17,Boca Juniors,2,0,76,Rosario Central,Fecha 34,Campeonato 1940 
1940,76,Rosario Central,0,5,17,Boca Juniors,Fecha 17,Campeonato 1940 
1939,76,Rosario Central,1,0,17,Boca Juniors,Fecha 33,Campeonato 1939 
1939,17,Boca Juniors,3,0,76,Rosario Central,Fecha 16,Campeonato 1939 
2021,17,Boca Juniors,0,2,77,San Lorenzo, Fecha 3,Liga 2021
2019,77,San Lorenzo,0,2,17,Boca Juniors, Fecha 7,Superliga 2019/20
2018,17,Boca Juniors,3,0,77,San Lorenzo,Fecha 22,Superliga 2018/19 
2017,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 14,Superliga 2017/18 
2016,77,San Lorenzo,1,2,17,Boca Juniors,Fecha 11,Campeonato 2016/17 
2015,17,Boca Juniors,0,1,77,San Lorenzo,Fecha 23,Campeonato 2015 
2014,77,San Lorenzo,2,0,17,Boca Juniors,Fecha 14,Torneo de Transicion 2014 
2014,17,Boca Juniors,0,0,77,San Lorenzo,Fecha 14,Torneo Final 2014 
2013,77,San Lorenzo,1,0,17,Boca Juniors,Fecha 14,Torneo Inicial 2013 
2013,77,San Lorenzo,3,0,17,Boca Juniors,Fecha 13,Torneo Final 2013 
2012,17,Boca Juniors,3,1,77,San Lorenzo,Fecha 13,Torneo Inicial 2012 
2012,77,San Lorenzo,0,2,17,Boca Juniors, Fecha 4,Torneo Clausura 2012
2011,17,Boca Juniors,1,1,77,San Lorenzo, Fecha 4,Torneo Apertura 2011
2011,77,San Lorenzo,1,0,17,Boca Juniors, Fecha 5,Torneo Clausura 2011
2010,17,Boca Juniors,1,2,77,San Lorenzo, Fecha 5,Torneo Apertura 2010
2010,17,Boca Juniors,2,0,77,San Lorenzo,Fecha 16,Torneo Clausura 2010 
2009,77,San Lorenzo,3,0,17,Boca Juniors,Fecha 16,Torneo Apertura 2009 
2009,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 13,Torneo Clausura 2009 
2008,77,San Lorenzo,1,3,17,Boca Juniors,esempate,Torneo Apertura 2008 - Triangular
2008,17,Boca Juniors,1,0,77,San Lorenzo,Fecha 13,Torneo Apertura 2008 
2008,77,San Lorenzo,1,0,17,Boca Juniors,Fecha 12,Torneo Clausura 2008 
2007,17,Boca Juniors,2,0,77,San Lorenzo,Fecha 12,Torneo Apertura 2007 
2007,17,Boca Juniors,0,3,77,San Lorenzo, Fecha 4,Torneo Clausura 2007
2006,77,San Lorenzo,1,7,17,Boca Juniors, Fecha 4,Torneo Apertura 2006
2006,17,Boca Juniors,1,2,77,San Lorenzo, Fecha 5,Torneo Clausura 2006
2005,77,San Lorenzo,3,2,17,Boca Juniors, Fecha 5,Torneo Apertura 2005
2005,77,San Lorenzo,3,0,17,Boca Juniors, Fecha 2,Torneo Clausura 2005
2004,17,Boca Juniors,3,0,77,San Lorenzo, Fecha 2,Torneo Apertura 2004
2004,77,San Lorenzo,1,0,17,Boca Juniors,Fecha 19,Torneo Clausura 2004 
2003,17,Boca Juniors,1,0,77,San Lorenzo,Fecha 19,Torneo Apertura 2003 
2003,77,San Lorenzo,1,2,17,Boca Juniors, Fecha 5,Torneo Clausura 2003
2002,17,Boca Juniors,2,2,77,San Lorenzo, Fecha 5,Torneo Apertura 2002
2002,17,Boca Juniors,0,0,77,San Lorenzo, Fecha 2,Torneo Clausura 2002
2001,77,San Lorenzo,1,0,17,Boca Juniors, Fecha 2,Torneo Apertura 2001
2001,77,San Lorenzo,1,0,17,Boca Juniors,Fecha 17,Torneo Clausura 2001 
2000,17,Boca Juniors,1,0,77,San Lorenzo,Fecha 17,Torneo Apertura 2000 
2000,77,San Lorenzo,0,1,17,Boca Juniors, Fecha 8,Torneo Clausura 2000
1999,17,Boca Juniors,0,0,77,San Lorenzo, Fecha 8,Torneo Apertura 1999
1999,17,Boca Juniors,3,0,77,San Lorenzo,Fecha 14,Torneo Clausura 1999 
1998,77,San Lorenzo,1,3,17,Boca Juniors,Fecha 14,Torneo Apertura 1998 
1998,77,San Lorenzo,2,1,17,Boca Juniors, Fecha 5,Torneo Clausura 1998
1997,17,Boca Juniors,2,1,77,San Lorenzo, Fecha 5,Torneo Apertura 1997
1997,77,San Lorenzo,4,0,17,Boca Juniors, Fecha 4,Torneo Clausura 1997
1996,17,Boca Juniors,1,1,77,San Lorenzo, Fecha 4,Torneo Apertura 1996
1996,77,San Lorenzo,1,2,17,Boca Juniors,Fecha 11,Torneo Clausura 1996 
1995,17,Boca Juniors,0,0,77,San Lorenzo,Fecha 11,Torneo Apertura 1995 
1995,77,San Lorenzo,2,0,17,Boca Juniors,Fecha 16,Torneo Clausura 1995 
1994,17,Boca Juniors,1,3,77,San Lorenzo,Fecha 16,Torneo Apertura 1994 
1994,77,San Lorenzo,1,0,17,Boca Juniors, Fecha 3,Torneo Clausura 1994
1993,17,Boca Juniors,1,0,77,San Lorenzo, Fecha 3,Torneo Apertura 1993
1993,17,Boca Juniors,3,4,77,San Lorenzo, Fecha 7,Torneo Clausura 1993
1992,77,San Lorenzo,0,1,17,Boca Juniors, Fecha 7,Torneo Apertura 1992
1992,17,Boca Juniors,2,0,77,San Lorenzo,rtadores,Torneo Clausura 1992 - Liguilla Li
1992,17,Boca Juniors,2,0,77,San Lorenzo, Fecha 2,Torneo Clausura 1992
1991,77,San Lorenzo,0,0,17,Boca Juniors, Fecha 2,Torneo Apertura 1991
1991,17,Boca Juniors,0,1,77,San Lorenzo,rtadores,Torneo Clausura 1991 - Liguilla Li
1991,77,San Lorenzo,1,0,17,Boca Juniors,rtadores,Torneo Clausura 1991 - Liguilla Li
1991,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 18,Torneo Clausura 1991 
1990,17,Boca Juniors,0,1,77,San Lorenzo,Fecha 18,Campeonato 1990/91 
1989,17,Boca Juniors,1,1,77,San Lorenzo,Fecha 33,Campeonato 1989/90 
1989,77,San Lorenzo,2,2,17,Boca Juniors,Fecha 14,Campeonato 1989/90 
1988,77,San Lorenzo,4,0,17,Boca Juniors,rtadores,Campeonato 1988/89 - Liguilla Li
1988,17,Boca Juniors,1,1,77,San Lorenzo,rtadores,Campeonato 1988/89 - Liguilla Li
1988,17,Boca Juniors,2,0,77,San Lorenzo,Fecha 32,Campeonato 1988/89 
1988,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 13,Campeonato 1988/89 
1987,77,San Lorenzo,2,0,17,Boca Juniors,Fecha 27,Campeonato 1987/88 
1987,17,Boca Juniors,0,1,77,San Lorenzo, Fecha 8,Campeonato 1987/88
1986,77,San Lorenzo,1,3,17,Boca Juniors,Fecha 34,Campeonato 1986/87  
1986,17,Boca Juniors,3,0,77,San Lorenzo,Fecha 15,Campeonato 1986/87  
1985,17,Boca Juniors,0,0,77,San Lorenzo,rtadores,Campeonato 1985/86  - Liguilla Li
1985,77,San Lorenzo,1,2,17,Boca Juniors,rtadores,Campeonato 1985/86  - Liguilla Li
1985,77,San Lorenzo,0,0,17,Boca Juniors,Fecha 33,Campeonato 1985/86  
1985,17,Boca Juniors,1,2,77,San Lorenzo,Fecha 14,Campeonato 1985/86  
1984,77,San Lorenzo,1,0,17,Boca Juniors,Fecha 24,Metropolitano 1984 
1984,17,Boca Juniors,0,0,77,San Lorenzo, Fecha 5,Metropolitano 1984
1983,17,Boca Juniors,2,2,77,San Lorenzo,Fecha 20,Metropolitano 1983 
1983,77,San Lorenzo,1,2,17,Boca Juniors, Fecha 1,Metropolitano 1983
1981,17,Boca Juniors,4,0,77,San Lorenzo,Fecha 24,Metropolitano 1981 
1981,77,San Lorenzo,1,2,17,Boca Juniors, Fecha 7,Metropolitano 1981
1981,17,Boca Juniors,3,0,77,San Lorenzo, Grupo D,Nacional 1981
1981,77,San Lorenzo,0,0,17,Boca Juniors, Grupo D,Nacional 1981
1980,17,Boca Juniors,1,1,77,San Lorenzo,Fecha 26,Metropolitano 1980 
1980,77,San Lorenzo,1,1,17,Boca Juniors, Fecha 7,Metropolitano 1980
1979,17,Boca Juniors,3,2,77,San Lorenzo, Grupo B,Metropolitano 1979
1979,77,San Lorenzo,0,1,17,Boca Juniors, Grupo B,Metropolitano 1979
1979,77,San Lorenzo,0,0,17,Boca Juniors, Grupo D,Nacional 1979
1979,17,Boca Juniors,0,0,77,San Lorenzo, Grupo D,Nacional 1979
1978,17,Boca Juniors,1,3,77,San Lorenzo,Fecha 33,Metropolitano 1978 
1978,77,San Lorenzo,3,3,17,Boca Juniors,Fecha 12,Metropolitano 1978 
1977,77,San Lorenzo,0,2,17,Boca Juniors,Fecha 46,Metropolitano 1977 
1977,17,Boca Juniors,1,2,77,San Lorenzo,Fecha 23,Metropolitano 1977 
1976,77,San Lorenzo,0,2,17,Boca Juniors,da Final,Metropolitano 1976 - R
1975,77,San Lorenzo,2,3,17,Boca Juniors,Fecha 26,Metropolitano 1975 
1975,17,Boca Juniors,2,1,77,San Lorenzo, Fecha 7,Metropolitano 1975
1975,17,Boca Juniors,3,5,77,San Lorenzo, Grupo B,Nacional 1975
1975,77,San Lorenzo,3,1,17,Boca Juniors, Grupo B,Nacional 1975
1974,17,Boca Juniors,1,0,77,San Lorenzo, Grupo B,Metropolitano 1974
1974,77,San Lorenzo,0,6,17,Boca Juniors, Grupo B,Metropolitano 1974
1974,77,San Lorenzo,1,0,17,Boca Juniors,da Final,Nacional 1974 - R
1973,77,San Lorenzo,2,3,17,Boca Juniors,Fecha 25,Metropolitano 1973 
1973,17,Boca Juniors,1,1,77,San Lorenzo, Fecha 8,Metropolitano 1973
1972,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 34,Metropolitano 1972 
1972,17,Boca Juniors,0,3,77,San Lorenzo,Fecha 17,Metropolitano 1972 
1971,77,San Lorenzo,3,1,17,Boca Juniors,Fecha 23,Metropolitano 1971 
1971,17,Boca Juniors,1,3,77,San Lorenzo, Fecha 4,Metropolitano 1971
1971,17,Boca Juniors,2,2,77,San Lorenzo, Grupo B,Nacional 1971
1970,77,San Lorenzo,2,2,17,Boca Juniors,Fecha 16,Metropolitano 1970 
1969,77,San Lorenzo,2,1,17,Boca Juniors, Grupo A,Metropolitano 1969
1969,17,Boca Juniors,2,0,77,San Lorenzo, Grupo A,Metropolitano 1969
1969,17,Boca Juniors,3,2,77,San Lorenzo, Fecha 1,Nacional 1969
1968,77,San Lorenzo,2,0,17,Boca Juniors, Grupo A,Metropolitano 1968
1968,17,Boca Juniors,1,2,77,San Lorenzo, Grupo A,Metropolitano 1968
1968,77,San Lorenzo,0,1,17,Boca Juniors, Fecha 1,Nacional 1968
1967,77,San Lorenzo,4,0,17,Boca Juniors, Fecha 9,Nacional 1967
1966,17,Boca Juniors,1,2,77,San Lorenzo,Fecha 36,Campeonato 1966 
1966,77,San Lorenzo,0,0,17,Boca Juniors,Fecha 17,Campeonato 1966 
1965,77,San Lorenzo,1,1,17,Boca Juniors,Fecha 33,Campeonato 1965 
1965,17,Boca Juniors,0,1,77,San Lorenzo,Fecha 16,Campeonato 1965 
1964,17,Boca Juniors,3,0,77,San Lorenzo,Fecha 17,Campeonato 1964 
1964,77,San Lorenzo,1,1,17,Boca Juniors, Fecha 2,Campeonato 1964
1963,17,Boca Juniors,0,3,77,San Lorenzo,Fecha 16,Campeonato 1963 
1963,77,San Lorenzo,2,1,17,Boca Juniors, Fecha 3,Campeonato 1963
1962,77,San Lorenzo,2,2,17,Boca Juniors,Fecha 20,Campeonato 1962 
