Año,Local_ID,Local,Resultado_L,Resultado_V,Visitante_ID,Visitante,Fecha/Grupo,Evento
1970,42,Gimnasia (J),0,3,17,Boca Juniors, Grupo B,Nacional 1970
1970,17,Boca Juniors,3,1,42,Gimnasia (J), Grupo B,Nacional 1970
2019,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 23,Superliga 2019/20 
2018,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 10,Superliga 2018/19 
2017,43,Gimnasia (LP),2,2,17,Boca Juniors,Fecha 25,Superliga 2017/18 
2016,43,Gimnasia (LP),0,3,17,Boca Juniors, Fecha 9,Campeonato 2016/17
2015,43,Gimnasia (LP),1,2,17,Boca Juniors,Fecha 22,Campeonato 2015 
2014,17,Boca Juniors,0,2,43,Gimnasia (LP),Fecha 19,Torneo de Transicion 2014 
2014,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 19,Torneo Final 2014 
2013,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 19,Torneo Inicial 2013 
2011,43,Gimnasia (LP),2,2,17,Boca Juniors,Fecha 19,Torneo Clausura 2011 
2010,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 19,Torneo Apertura 2010 
2010,43,Gimnasia (LP),1,0,17,Boca Juniors,Fecha 15,Torneo Clausura 2010 
2009,17,Boca Juniors,4,0,43,Gimnasia (LP),Fecha 15,Torneo Apertura 2009 
2009,17,Boca Juniors,1,2,43,Gimnasia (LP),Fecha 18,Torneo Clausura 2009 
2008,43,Gimnasia (LP),0,0,17,Boca Juniors,Fecha 18,Torneo Apertura 2008 
2008,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 4,Torneo Clausura 2008
2007,17,Boca Juniors,2,1,43,Gimnasia (LP), Fecha 4,Torneo Apertura 2007
2007,17,Boca Juniors,5,1,43,Gimnasia (LP), Fecha 6,Torneo Clausura 2007
2006,43,Gimnasia (LP),1,4,17,Boca Juniors, Fecha 6,Torneo Apertura 2006
2006,17,Boca Juniors,3,0,43,Gimnasia (LP), Fecha 7,Torneo Clausura 2006
2005,43,Gimnasia (LP),0,2,17,Boca Juniors, Fecha 7,Torneo Apertura 2005
2005,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 5,Torneo Clausura 2005
2004,17,Boca Juniors,2,1,43,Gimnasia (LP), Fecha 5,Torneo Apertura 2004
2004,17,Boca Juniors,0,0,43,Gimnasia (LP), Fecha 1,Torneo Clausura 2004
2003,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 1,Torneo Apertura 2003
2003,43,Gimnasia (LP),0,2,17,Boca Juniors, Fecha 7,Torneo Clausura 2003
2002,17,Boca Juniors,2,0,43,Gimnasia (LP), Fecha 7,Torneo Apertura 2002
2002,17,Boca Juniors,1,1,43,Gimnasia (LP), Fecha 4,Torneo Clausura 2002
2001,43,Gimnasia (LP),2,2,17,Boca Juniors, Fecha 4,Torneo Apertura 2001
2001,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 3,Torneo Clausura 2001
2000,17,Boca Juniors,3,3,43,Gimnasia (LP), Fecha 3,Torneo Apertura 2000
2000,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 17,Torneo Clausura 2000 
1999,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 17,Torneo Apertura 1999 
1999,17,Boca Juniors,1,1,43,Gimnasia (LP), Fecha 4,Torneo Clausura 1999
1998,43,Gimnasia (LP),0,0,17,Boca Juniors, Fecha 4,Torneo Apertura 1998
1998,17,Boca Juniors,3,1,43,Gimnasia (LP),Fecha 16,Torneo Clausura 1998 
1997,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 16,Torneo Apertura 1997 
1997,17,Boca Juniors,6,1,43,Gimnasia (LP),Fecha 11,Torneo Clausura 1997 
1996,43,Gimnasia (LP),1,1,17,Boca Juniors,Fecha 11,Torneo Apertura 1996 
1996,17,Boca Juniors,0,6,43,Gimnasia (LP), Fecha 8,Torneo Clausura 1996
1995,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 8,Torneo Apertura 1995
1995,43,Gimnasia (LP),0,0,17,Boca Juniors,Fecha 12,Torneo Clausura 1995 
1994,17,Boca Juniors,3,0,43,Gimnasia (LP),Fecha 12,Torneo Apertura 1994 
1994,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 19,Torneo Clausura 1994 
1993,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 19,Torneo Apertura 1993 
1993,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 14,Torneo Clausura 1993 
1992,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 14,Torneo Apertura 1992 
1992,17,Boca Juniors,0,1,43,Gimnasia (LP),rtadores,Torneo Clausura 1992 - Liguilla Li
1992,43,Gimnasia (LP),0,0,17,Boca Juniors,Fecha 16,Torneo Clausura 1992 
1991,17,Boca Juniors,3,1,43,Gimnasia (LP),Fecha 16,Torneo Apertura 1991 
1991,17,Boca Juniors,2,0,43,Gimnasia (LP), Fecha 8,Torneo Clausura 1991
1990,43,Gimnasia (LP),0,0,17,Boca Juniors, Fecha 8,Campeonato 1990/91
1989,43,Gimnasia (LP),0,0,17,Boca Juniors,Fecha 36,Campeonato 1989/90 
1989,17,Boca Juniors,2,3,43,Gimnasia (LP),Fecha 17,Campeonato 1989/90 
1988,43,Gimnasia (LP),1,1,17,Boca Juniors,Fecha 37,Campeonato 1988/89 
1988,17,Boca Juniors,2,1,43,Gimnasia (LP),Fecha 18,Campeonato 1988/89 
1987,17,Boca Juniors,2,0,43,Gimnasia (LP),Fecha 30,Campeonato 1987/88 
1987,43,Gimnasia (LP),0,0,17,Boca Juniors,Fecha 11,Campeonato 1987/88 
1986,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 30,Campeonato 1986/87  
1986,17,Boca Juniors,3,1,43,Gimnasia (LP),Fecha 11,Campeonato 1986/87  
1985,17,Boca Juniors,0,0,43,Gimnasia (LP),Fecha 23,Campeonato 1985/86  
1985,43,Gimnasia (LP),0,6,17,Boca Juniors, Fecha 4,Campeonato 1985/86 
1978,43,Gimnasia (LP),3,2,17,Boca Juniors,Fecha 36,Metropolitano 1978 
1978,17,Boca Juniors,2,1,43,Gimnasia (LP),Fecha 15,Metropolitano 1978 
1977,17,Boca Juniors,2,0,43,Gimnasia (LP),Fecha 37,Metropolitano 1977 
1977,43,Gimnasia (LP),1,4,17,Boca Juniors,Fecha 14,Metropolitano 1977 
1976,43,Gimnasia (LP),2,3,17,Boca Juniors,da Final,Metropolitano 1976 - R
1976,43,Gimnasia (LP),0,0,17,Boca Juniors, Grupo A,Nacional 1976
1976,17,Boca Juniors,3,1,43,Gimnasia (LP), Grupo A,Nacional 1976
1975,17,Boca Juniors,6,2,43,Gimnasia (LP),Fecha 20,Metropolitano 1975 
1975,43,Gimnasia (LP),2,0,17,Boca Juniors, Fecha 1,Metropolitano 1975
1975,43,Gimnasia (LP),3,2,17,Boca Juniors, Grupo B,Nacional 1975
1975,17,Boca Juniors,5,2,43,Gimnasia (LP), Grupo B,Nacional 1975
1973,17,Boca Juniors,4,2,43,Gimnasia (LP),Fecha 24,Metropolitano 1973 
1973,43,Gimnasia (LP),1,2,17,Boca Juniors, Fecha 7,Metropolitano 1973
1973,43,Gimnasia (LP),3,2,17,Boca Juniors, Grupo B,Nacional 1973
1972,43,Gimnasia (LP),0,2,17,Boca Juniors,Fecha 30,Metropolitano 1972 
1972,17,Boca Juniors,0,0,43,Gimnasia (LP),Fecha 13,Metropolitano 1972 
1971,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 27,Metropolitano 1971 
1971,17,Boca Juniors,4,2,43,Gimnasia (LP), Fecha 8,Metropolitano 1971
1970,43,Gimnasia (LP),0,0,17,Boca Juniors, Fecha 9,Metropolitano 1970
1969,17,Boca Juniors,0,1,43,Gimnasia (LP), Grupo A,Metropolitano 1969
1969,43,Gimnasia (LP),0,1,17,Boca Juniors, Grupo A,Metropolitano 1969
1966,17,Boca Juniors,2,0,43,Gimnasia (LP),Fecha 34,Campeonato 1966 
1966,43,Gimnasia (LP),1,0,17,Boca Juniors,Fecha 15,Campeonato 1966 
1965,17,Boca Juniors,2,0,43,Gimnasia (LP),Fecha 30,Campeonato 1965 
1965,43,Gimnasia (LP),1,1,17,Boca Juniors,Fecha 13,Campeonato 1965 
1964,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 28,Campeonato 1964 
1964,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 13,Campeonato 1964 
1963,43,Gimnasia (LP),0,3,17,Boca Juniors,Fecha 21,Campeonato 1963 
1963,17,Boca Juniors,1,0,43,Gimnasia (LP), Fecha 8,Campeonato 1963
1962,43,Gimnasia (LP),2,0,17,Boca Juniors,Fecha 22,Campeonato 1962 
1962,17,Boca Juniors,1,0,43,Gimnasia (LP), Fecha 7,Campeonato 1962
1961,17,Boca Juniors,0,2,43,Gimnasia (LP),Fecha 16,Campeonato 1961 
1961,43,Gimnasia (LP),1,3,17,Boca Juniors, Fecha 3,Campeonato 1961
1960,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 24,Campeonato 1960 
1960,43,Gimnasia (LP),0,2,17,Boca Juniors, Fecha 9,Campeonato 1960
1959,17,Boca Juniors,2,1,43,Gimnasia (LP),Fecha 26,Campeonato 1959 
1959,43,Gimnasia (LP),1,3,17,Boca Juniors,Fecha 11,Campeonato 1959 
1958,17,Boca Juniors,4,2,43,Gimnasia (LP),Fecha 21,Campeonato 1958 
1958,43,Gimnasia (LP),2,2,17,Boca Juniors, Fecha 6,Campeonato 1958
1957,43,Gimnasia (LP),1,3,17,Boca Juniors,Fecha 17,Campeonato 1957 
1957,17,Boca Juniors,3,1,43,Gimnasia (LP), Fecha 2,Campeonato 1957
1956,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 19,Campeonato 1956 
1956,43,Gimnasia (LP),0,1,17,Boca Juniors, Fecha 4,Campeonato 1956
1955,43,Gimnasia (LP),4,1,17,Boca Juniors,Fecha 30,Campeonato 1955 
1955,17,Boca Juniors,1,0,43,Gimnasia (LP),Fecha 15,Campeonato 1955 
1954,43,Gimnasia (LP),1,7,17,Boca Juniors,Fecha 30,Campeonato 1954 
1954,17,Boca Juniors,5,0,43,Gimnasia (LP),Fecha 15,Campeonato 1954 
1953,43,Gimnasia (LP),3,0,17,Boca Juniors,Fecha 30,Campeonato 1953 
1953,17,Boca Juniors,1,2,43,Gimnasia (LP),Fecha 15,Campeonato 1953 
1951,43,Gimnasia (LP),2,2,17,Boca Juniors,Fecha 23,Campeonato 1951 
1951,17,Boca Juniors,3,1,43,Gimnasia (LP), Fecha 6,Campeonato 1951
1950,17,Boca Juniors,2,1,43,Gimnasia (LP),Fecha 21,Campeonato 1950 
1950,43,Gimnasia (LP),1,1,17,Boca Juniors, Fecha 4,Campeonato 1950
1949,17,Boca Juniors,1,2,43,Gimnasia (LP),Fecha 32,Campeonato 1949 
1949,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 15,Campeonato 1949 
1948,43,Gimnasia (LP),0,2,17,Boca Juniors,Fecha 18,Campeonato 1948 
1948,17,Boca Juniors,7,2,43,Gimnasia (LP), Fecha 3,Campeonato 1948
1945,43,Gimnasia (LP),1,1,17,Boca Juniors,Fecha 19,Campeonato 1945 
1945,17,Boca Juniors,3,1,43,Gimnasia (LP), Fecha 4,Campeonato 1945
1943,17,Boca Juniors,4,3,43,Gimnasia (LP),Fecha 29,Campeonato 1943 
1943,43,Gimnasia (LP),0,1,17,Boca Juniors,Fecha 14,Campeonato 1943 
1942,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 29,Campeonato 1942 
1942,17,Boca Juniors,3,0,43,Gimnasia (LP),Fecha 14,Campeonato 1942 
1941,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 23,Campeonato 1941 
1941,17,Boca Juniors,2,3,43,Gimnasia (LP), Fecha 8,Campeonato 1941
1940,43,Gimnasia (LP),1,1,17,Boca Juniors,Fecha 33,Campeonato 1940 
1940,17,Boca Juniors,8,2,43,Gimnasia (LP),Fecha 16,Campeonato 1940 
1939,17,Boca Juniors,1,1,43,Gimnasia (LP),Fecha 32,Campeonato 1939 
1939,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 15,Campeonato 1939 
1938,17,Boca Juniors,0,0,43,Gimnasia (LP),Fecha 20,Campeonato 1938 
1938,43,Gimnasia (LP),1,1,17,Boca Juniors, Fecha 3,Campeonato 1938
1937,43,Gimnasia (LP),2,1,17,Boca Juniors,Fecha 21,Campeonato 1937 
1937,17,Boca Juniors,5,1,43,Gimnasia (LP), Fecha 3,Campeonato 1937
1936,43,Gimnasia (LP),3,2,17,Boca Juniors, Fecha 1,Campeonato 1936
1936,17,Boca Juniors,1,1,43,Gimnasia (LP), Fecha 1,Copa de Honor 1936
1935,17,Boca Juniors,4,0,43,Gimnasia (LP),Fecha 21,Campeonato 1935 
1935,43,Gimnasia (LP),1,0,17,Boca Juniors, Fecha 4,Campeonato 1935
1934,17,Boca Juniors,3,2,43,Gimnasia (LP),Fecha 28,Campeonato 1934 
1934,43,Gimnasia (LP),1,3,17,Boca Juniors,Fecha 18,Campeonato 1934 
1934,17,Boca Juniors,3,0,43,Gimnasia (LP), Fecha 5,Campeonato 1934
1933,17,Boca Juniors,3,2,43,Gimnasia (LP),Fecha 26,Campeonato 1933 
1933,43,Gimnasia (LP),5,2,17,Boca Juniors, Fecha 9,Campeonato 1933
1932,43,Gimnasia (LP),6,2,17,Boca Juniors,Fecha 29,Campeonato 1932 
1932,17,Boca Juniors,2,1,43,Gimnasia (LP),Fecha 12,Campeonato 1932 
1931,17,Boca Juniors,5,0,43,Gimnasia (LP),Fecha 19,Campeonato 1931 
1931,43,Gimnasia (LP),3,2,17,Boca Juniors, Fecha 2,Campeonato 1931
1983,44,Gimnasia (M),1,1,17,Boca Juniors,Nacional,Torneo Nacional 1983 - Torne
1983,17,Boca Juniors,2,1,44,Gimnasia (M),Nacional,Torneo Nacional 1983 - Torne
1982,17,Boca Juniors,1,0,44,Gimnasia (M),Nacional,Torneo Nacional 1982 - Torne
1982,44,Gimnasia (M),1,0,17,Boca Juniors,Nacional,Torneo Nacional 1982 - Torne
1978,17,Boca Juniors,1,5,44,Gimnasia (M), Grupo B,Nacional 1978
1978,44,Gimnasia (M),1,0,17,Boca Juniors, Grupo B,Nacional 1978
1972,17,Boca Juniors,1,1,44,Gimnasia (M), Grupo B,Nacional 1972
1971,44,Gimnasia (M),2,2,17,Boca Juniors, Grupo B,Nacional 1971
1998,17,Boca Juniors,4,0,45,Gimnasia (S),Fecha 18,Torneo Clausura 1998 
1997,45,Gimnasia (S),0,1,17,Boca Juniors,Fecha 18,Torneo Apertura 1997 
1994,45,Gimnasia (S),0,4,17,Boca Juniors, Fecha 8,Torneo Clausura 1994
1993,17,Boca Juniors,2,0,45,Gimnasia (S), Fecha 8,Torneo Apertura 1993
2019,17,Boca Juniors,3,0,46,Godoy Cruz,Fecha 21,Superliga 2019/20 
2018,17,Boca Juniors,2,0,46,Godoy Cruz,Fecha 17,Superliga 2018/19 
2017,17,Boca Juniors,4,1,46,Godoy Cruz, Fecha 3,Superliga 2017/18
2016,46,Godoy Cruz,1,1,17,Boca Juniors, Fecha 3,Campeonato 2016/17
2015,17,Boca Juniors,2,0,46,Godoy Cruz,Fecha 21,Campeonato 2015 
2014,46,Godoy Cruz,2,3,17,Boca Juniors,Fecha 12,Torneo de Transicion 2014 
2014,17,Boca Juniors,3,0,46,Godoy Cruz,Fecha 12,Torneo Final 2014 
2013,46,Godoy Cruz,2,2,17,Boca Juniors,Fecha 12,Torneo Inicial 2013 
2013,46,Godoy Cruz,1,1,17,Boca Juniors,Fecha 19,Torneo Final 2013 
2012,17,Boca Juniors,2,1,46,Godoy Cruz,Fecha 19,Torneo Inicial 2012 
2012,17,Boca Juniors,3,0,46,Godoy Cruz,Fecha 16,Torneo Clausura 2012 
2011,46,Godoy Cruz,1,2,17,Boca Juniors,Fecha 16,Torneo Apertura 2011 
2011,17,Boca Juniors,1,4,46,Godoy Cruz, Fecha 1,Torneo Clausura 2011
2010,46,Godoy Cruz,1,1,17,Boca Juniors, Fecha 1,Torneo Apertura 2010
2010,46,Godoy Cruz,1,1,17,Boca Juniors, Fecha 5,Torneo Clausura 2010
2009,17,Boca Juniors,2,3,46,Godoy Cruz, Fecha 5,Torneo Apertura 2009
2009,17,Boca Juniors,1,1,46,Godoy Cruz, Fecha 8,Torneo Clausura 2009
2008,46,Godoy Cruz,4,1,17,Boca Juniors, Fecha 8,Torneo Apertura 2008
2007,46,Godoy Cruz,0,1,17,Boca Juniors, Fecha 7,Torneo Clausura 2007
2006,17,Boca Juniors,0,0,46,Godoy Cruz, Fecha 7,Torneo Apertura 2006
1971,47,Guarani (M),0,1,17,Boca Juniors, Grupo B,Nacional 1971
2019,17,Boca Juniors,0,0,48,Huracan, Fecha 1,Superliga 2019/20
2018,48,Huracan,0,0,17,Boca Juniors, Fecha 3,Superliga 2018/19
2017,48,Huracan,3,3,17,Boca Juniors,Fecha 27,Superliga 2017/18 
2016,48,Huracan,1,1,17,Boca Juniors,Fecha 26,Campeonato 2016/17 
2016,17,Boca Juniors,0,0,48,Huracan,Fecha 14,Torneo 2016 
2015,48,Huracan,0,2,17,Boca Juniors, Fecha 8,Campeonato 2015
2011,48,Huracan,0,3,17,Boca Juniors,Fecha 11,Torneo Clausura 2011 
2010,17,Boca Juniors,2,0,48,Huracan,Fecha 11,Torneo Apertura 2010 
2010,17,Boca Juniors,1,2,48,Huracan,Fecha 18,Torneo Clausura 2010 
2009,48,Huracan,0,0,17,Boca Juniors,Fecha 18,Torneo Apertura 2009 
2009,17,Boca Juniors,3,1,48,Huracan, Fecha 4,Torneo Clausura 2009
2008,48,Huracan,0,3,17,Boca Juniors, Fecha 4,Torneo Apertura 2008
2008,48,Huracan,0,0,17,Boca Juniors, Fecha 6,Torneo Clausura 2008
2007,17,Boca Juniors,1,0,48,Huracan, Fecha 6,Torneo Apertura 2007
2003,48,Huracan,0,4,17,Boca Juniors,Fecha 15,Torneo Clausura 2003 
2002,17,Boca Juniors,3,1,48,Huracan,Fecha 15,Torneo Apertura 2002 
2002,48,Huracan,0,2,17,Boca Juniors,Fecha 11,Torneo Clausura 2002 
2001,17,Boca Juniors,2,1,48,Huracan,Fecha 11,Torneo Apertura 2001 
2001,17,Boca Juniors,1,0,48,Huracan, Fecha 8,Torneo Clausura 2001
2000,48,Huracan,0,1,17,Boca Juniors, Fecha 8,Torneo Apertura 2000
1999,48,Huracan,0,1,17,Boca Juniors, Fecha 5,Torneo Clausura 1999
1998,17,Boca Juniors,6,2,48,Huracan, Fecha 5,Torneo Apertura 1998
1998,48,Huracan,2,4,17,Boca Juniors,Fecha 15,Torneo Clausura 1998 
1997,17,Boca Juniors,2,1,48,Huracan,Fecha 15,Torneo Apertura 1997 
1997,48,Huracan,1,1,17,Boca Juniors,Fecha 14,Torneo Clausura 1997 
1996,17,Boca Juniors,6,0,48,Huracan,Fecha 14,Torneo Apertura 1996 
1996,48,Huracan,1,1,17,Boca Juniors, Fecha 2,Torneo Clausura 1996
1995,17,Boca Juniors,2,1,48,Huracan, Fecha 2,Torneo Apertura 1995
1995,17,Boca Juniors,2,1,48,Huracan, Fecha 6,Torneo Clausura 1995
1994,48,Huracan,3,1,17,Boca Juniors, Fecha 6,Torneo Apertura 1994
1994,17,Boca Juniors,2,0,48,Huracan, Fecha 2,Torneo Clausura 1994
1993,48,Huracan,2,0,17,Boca Juniors, Fecha 2,Torneo Apertura 1993
1993,48,Huracan,1,1,17,Boca Juniors, Fecha 6,Torneo Clausura 1993
1992,17,Boca Juniors,2,2,48,Huracan, Fecha 6,Torneo Apertura 1992
1992,48,Huracan,0,2,17,Boca Juniors, Fecha 9,Torneo Clausura 1992
1991,17,Boca Juniors,1,1,48,Huracan, Fecha 9,Torneo Apertura 1991
1991,17,Boca Juniors,2,0,48,Huracan, Fecha 2,Torneo Clausura 1991
1990,48,Huracan,0,2,17,Boca Juniors, Fecha 2,Campeonato 1990/91
1985,17,Boca Juniors,4,3,48,Huracan,Fecha 30,Campeonato 1985/86  
1985,48,Huracan,1,2,17,Boca Juniors,Fecha 11,Campeonato 1985/86  
1984,17,Boca Juniors,1,1,48,Huracan,Fecha 35,Metropolitano 1984 
1984,48,Huracan,0,1,17,Boca Juniors,Fecha 16,Metropolitano 1984 
1983,17,Boca Juniors,2,1,48,Huracan,Fecha 37,Metropolitano 1983 
1983,48,Huracan,1,2,17,Boca Juniors,Fecha 18,Metropolitano 1983 
1982,48,Huracan,3,3,17,Boca Juniors,Fecha 38,Metropolitano 1982 
1982,17,Boca Juniors,0,0,48,Huracan,Fecha 19,Metropolitano 1982 
1982,48,Huracan,3,3,17,Boca Juniors,Nacional,Torneo Nacional 1982 - Torne
1982,17,Boca Juniors,4,2,48,Huracan,Nacional,Torneo Nacional 1982 - Torne
1981,17,Boca Juniors,3,2,48,Huracan,Fecha 20,Metropolitano 1981 
1981,48,Huracan,0,2,17,Boca Juniors, Fecha 3,Metropolitano 1981
1980,48,Huracan,1,3,17,Boca Juniors,Fecha 36,Metropolitano 1980 
1980,17,Boca Juniors,2,1,48,Huracan,Fecha 17,Metropolitano 1980 
1980,17,Boca Juniors,1,4,48,Huracan, Grupo B,Nacional 1980
1980,48,Huracan,0,2,17,Boca Juniors, Grupo B,Nacional 1980
1978,17,Boca Juniors,1,0,48,Huracan,Fecha 27,Metropolitano 1978 
1978,48,Huracan,3,1,17,Boca Juniors, Fecha 6,Metropolitano 1978
1978,17,Boca Juniors,1,4,48,Huracan, Grupo B,Nacional 1978
1978,48,Huracan,1,1,17,Boca Juniors, Grupo B,Nacional 1978
1977,48,Huracan,2,2,17,Boca Juniors,Fecha 33,Metropolitano 1977 
1977,17,Boca Juniors,1,1,48,Huracan,Fecha 10,Metropolitano 1977 
1976,17,Boca Juniors,1,0,48,Huracan,da Final,Metropolitano 1976 - R
1976,17,Boca Juniors,0,0,48,Huracan, Grupo A,Metropolitano 1976
1976,48,Huracan,2,1,17,Boca Juniors, Grupo A,Metropolitano 1976
1976,17,Boca Juniors,1,0,48,Huracan,ifinales,Nacional 1976 - S
1975,48,Huracan,1,0,17,Boca Juniors,Fecha 36,Metropolitano 1975 
1975,17,Boca Juniors,1,1,48,Huracan,Fecha 17,Metropolitano 1975 
1974,17,Boca Juniors,3,1,48,Huracan,da Final,Metropolitano 1974 - R
1973,48,Huracan,2,2,17,Boca Juniors,Fecha 34,Metropolitano 1973 
1973,17,Boca Juniors,4,1,48,Huracan,Fecha 17,Metropolitano 1973 
1973,48,Huracan,0,1,17,Boca Juniors, Grupo B,Nacional 1973
1972,48,Huracan,5,1,17,Boca Juniors,Fecha 25,Metropolitano 1972 
1972,17,Boca Juniors,2,2,48,Huracan, Fecha 8,Metropolitano 1972
1972,48,Huracan,0,1,17,Boca Juniors, Grupo B,Nacional 1972
1971,48,Huracan,2,0,17,Boca Juniors,Fecha 32,Metropolitano 1971 
1971,17,Boca Juniors,3,0,48,Huracan,Fecha 13,Metropolitano 1971 
1970,17,Boca Juniors,0,2,48,Huracan, Fecha 7,Metropolitano 1970
1969,17,Boca Juniors,1,0,48,Huracan,Fecha 15,Nacional 1969 
1968,17,Boca Juniors,2,0,48,Huracan,Fecha 12,Nacional 1968 
1967,48,Huracan,1,1,17,Boca Juniors, Grupo A,Metropolitano 1967
1967,17,Boca Juniors,3,2,48,Huracan, Grupo A,Metropolitano 1967
1966,48,Huracan,3,0,17,Boca Juniors,Fecha 26,Campeonato 1966 
1966,17,Boca Juniors,2,1,48,Huracan, Fecha 7,Campeonato 1966
1965,17,Boca Juniors,1,1,48,Huracan,Fecha 24,Campeonato 1965 
1965,48,Huracan,2,2,17,Boca Juniors, Fecha 7,Campeonato 1965
1964,48,Huracan,0,2,17,Boca Juniors,Fecha 24,Campeonato 1964 
1964,17,Boca Juniors,1,0,48,Huracan, Fecha 9,Campeonato 1964
1963,48,Huracan,2,0,17,Boca Juniors,Fecha 15,Campeonato 1963 
1963,17,Boca Juniors,2,2,48,Huracan, Fecha 2,Campeonato 1963
1962,17,Boca Juniors,3,0,48,Huracan,Fecha 27,Campeonato 1962 
1962,48,Huracan,1,1,17,Boca Juniors,Fecha 12,Campeonato 1962 
1961,17,Boca Juniors,1,1,48,Huracan,Fecha 23,Campeonato 1961 
1961,48,Huracan,2,0,17,Boca Juniors, Fecha 8,Campeonato 1961
1960,48,Huracan,1,1,17,Boca Juniors,Fecha 23,Campeonato 1960 
1960,17,Boca Juniors,2,2,48,Huracan, Fecha 8,Campeonato 1960
1959,48,Huracan,1,0,17,Boca Juniors,Fecha 22,Campeonato 1959 
1959,17,Boca Juniors,1,2,48,Huracan, Fecha 7,Campeonato 1959
1958,17,Boca Juniors,2,2,48,Huracan,Fecha 17,Campeonato 1958 
1958,48,Huracan,1,3,17,Boca Juniors, Fecha 2,Campeonato 1958
1957,48,Huracan,1,0,17,Boca Juniors,Fecha 29,Campeonato 1957 
1957,17,Boca Juniors,0,0,48,Huracan,Fecha 14,Campeonato 1957 
1956,17,Boca Juniors,4,1,48,Huracan,Fecha 30,Campeonato 1956 
1956,48,Huracan,1,2,17,Boca Juniors,Fecha 15,Campeonato 1956 
1955,48,Huracan,1,1,17,Boca Juniors,Fecha 17,Campeonato 1955 
1955,17,Boca Juniors,5,2,48,Huracan, Fecha 2,Campeonato 1955
1954,17,Boca Juniors,6,1,48,Huracan,Fecha 27,Campeonato 1954 
1954,48,Huracan,1,0,17,Boca Juniors,Fecha 12,Campeonato 1954 
1953,17,Boca Juniors,0,0,48,Huracan,Fecha 18,Campeonato 1953 
1953,48,Huracan,3,1,17,Boca Juniors, Fecha 3,Campeonato 1953
1952,17,Boca Juniors,0,0,48,Huracan,Fecha 22,Campeonato 1952 
1952,48,Huracan,0,2,17,Boca Juniors, Fecha 7,Campeonato 1952
1951,17,Boca Juniors,3,0,48,Huracan,Fecha 18,Campeonato 1951 
1951,48,Huracan,2,2,17,Boca Juniors, Fecha 1,Campeonato 1951
1950,17,Boca Juniors,0,1,48,Huracan,Fecha 33,Campeonato 1950 
1950,48,Huracan,0,2,17,Boca Juniors,Fecha 16,Campeonato 1950 
1949,48,Huracan,0,2,17,Boca Juniors,Fecha 27,Campeonato 1949 
1949,17,Boca Juniors,2,2,48,Huracan,Fecha 10,Campeonato 1949 
1948,17,Boca Juniors,1,1,48,Huracan,Fecha 17,Campeonato 1948 
1948,48,Huracan,1,1,17,Boca Juniors, Fecha 2,Campeonato 1948
1947,48,Huracan,4,3,17,Boca Juniors,Fecha 20,Campeonato 1947 
1947,17,Boca Juniors,4,4,48,Huracan, Fecha 5,Campeonato 1947
1946,17,Boca Juniors,4,0,48,Huracan,Fecha 29,Campeonato 1946 
1946,48,Huracan,2,3,17,Boca Juniors,Fecha 14,Campeonato 1946 
1945,48,Huracan,1,3,17,Boca Juniors,Fecha 18,Campeonato 1945 
1945,17,Boca Juniors,3,4,48,Huracan, Fecha 3,Campeonato 1945
1944,48,Huracan,2,4,17,Boca Juniors,Fecha 24,Campeonato 1944 
1944,17,Boca Juniors,5,2,48,Huracan, Fecha 9,Campeonato 1944
1943,17,Boca Juniors,3,0,48,Huracan,Fecha 22,Campeonato 1943 
1943,48,Huracan,3,1,17,Boca Juniors, Fecha 7,Campeonato 1943
1942,17,Boca Juniors,3,0,48,Huracan,Fecha 24,Campeonato 1942 
1942,48,Huracan,1,1,17,Boca Juniors, Fecha 9,Campeonato 1942
1941,48,Huracan,2,3,17,Boca Juniors,Fecha 21,Campeonato 1941 
